num of runs,input 1,input 2,Objective
4,-0.02,-1.68,"[-1.6796, 13.562399999999997]"
4,0.1,-1.24,"[-1.23, 10.397600000000002]"
4,0.21,-0.71,"[-0.6658999999999999, 7.1341]"
4,0.01,0.94,"[0.9400999999999999, 1.1136000000000001]"
4,0.51,1.38,"[1.6401, -0.12559999999999988]"
4,0.14,0.04,"[0.0596, 3.7015999999999996]"
4,-0.14,-1.77,"[-1.7504, 14.3529]"
4,0.22,-1.04,"[-0.9916, 9.0216]"
4,0.1,0.88,"[0.89, 1.1544]"
4,1.74,1.87,"[4.897600000000001, -1.7231]"
4,4.22,1.98,"[19.7884, -4.2196]"
4,0.05,0.92,"[0.9225, 1.1164]"
4,-0.12,-0.21,"[-0.1956, 5.0041]"
4,0.48,1.3,"[1.5304, 0.009999999999999953]"
4,0.18,-3.54,"[-3.5076, 30.5116]"
4,-0.04,-1.55,"[-1.5484, 12.642499999999998]"
4,0.2,-0.87,"[-0.83, 8.036900000000001]"
4,0.62,0.94,"[1.3244, 0.5036000000000002]"
4,3.82,1.98,"[16.5724, -3.8196]"
4,2.33,1.84,"[7.2689, -2.3044000000000002]"
4,0.16,-2.75,"[-2.7244, 22.4025]"
4,0.3,-0.84,"[-0.75, 7.7656]"
4,0.04,-0.4,"[-0.39840000000000003, 5.72]"
4,-0.03,-1.94,"[-1.9391, 15.5536]"
5,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
5,8.98,2.04,"[82.68040000000002, -8.9784]"
5,8.98,2.04,"[82.68040000000002, -8.9784]"
5,0.26,-5.66,"[-5.5924000000000005, 58.415600000000005]"
5,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
5,7.33,2.08,"[55.8089, -7.3236]"
5,8.57,1.06,"[74.5049, -7.686400000000001]"
5,6.61,1.78,"[45.472100000000005, -6.5616]"
5,0.03,-4.68,"[-4.6791, 44.5924]"
5,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
5,5.38,1.97,"[30.914399999999997, -5.3791]"
5,0.46,-8.2,"[-7.9883999999999995, 103.58]"
5,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
5,5.81,2.04,"[35.796099999999996, -5.8084]"
5,4.98,1.68,"[26.480400000000003, -4.8776]"
5,0.31,-4.17,"[-4.0739, 37.7589]"
5,0.18,-3.54,"[-3.5076, 30.5116]"
5,2.92,1.8,"[10.3264, -2.88]"
5,4.48,2.12,"[22.190400000000004, -4.4656]"
5,3.08,1.83,"[11.3164, -3.0511]"
5,2.33,1.84,"[7.2689, -2.3044000000000002]"
5,3.5,1.94,"[14.19, -3.4964]"
5,0.16,-3.92,"[-3.8944, 34.8864]"
5,0.24,-3.29,"[-3.2324, 27.744100000000003]"
5,0.03,-4.47,"[-4.4691, 41.83089999999999]"
5,0.02,-2.65,"[-2.6496, 21.602500000000003]"
5,-0.03,-1.94,"[-1.9391, 15.5536]"
5,4.08,2.08,"[18.726399999999998, -4.0736]"
5,0.28,-2.36,"[-2.2816, 18.729599999999994]"
5,4.74,2.26,"[24.727600000000002, -4.6724000000000006]"
5,4.72,1.68,"[23.958399999999997, -4.6175999999999995]"
5,0.06,-3.72,"[-3.7164, 32.65840000000001]"
5,4.31,1.83,"[20.406099999999995, -4.2810999999999995]"
5,0.03,-4.47,"[-4.4691, 41.83089999999999]"
5,0.01,-2.22,"[-2.2199, 17.798400000000004]"
5,3.87,1.8,"[16.7769, -3.83]"
5,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
5,1.08,1.8,"[2.9664, -1.04]"
5,-0.04,0.5,"[0.5016, 2.29]"
5,0.15,-3.8,"[-3.7775, 33.49]"
5,2.04,1.82,"[5.9816, -2.0076]"
5,0.63,1.86,"[2.2569, -0.6104]"
5,1.42,1.74,"[3.7564, -1.3523999999999998]"
5,0.06,-2.93,"[-2.9264, 24.244899999999998]"
5,0.07,-1.46,"[-1.4551, 11.9016]"
5,0.29,-3.19,"[-3.1059, 26.646099999999997]"
5,0.16,-2.75,"[-2.7244, 22.4025]"
5,3.57,1.89,"[14.6349, -3.5578999999999996]"
5,-0.06,-1.28,"[-1.2764, 10.818400000000002]"
5,3.82,1.98,"[16.5724, -3.8196]"
5,-0.04,-1.55,"[-1.5484, 12.642499999999998]"
5,1.74,1.94,"[4.9676, -1.7364]"
5,1.5,2.28,"[4.529999999999999, -1.4216000000000002]"
5,2.21,1.7,"[6.5841, -2.12]"
5,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
5,0.33,0.73,"[0.8389, 1.2829]"
5,0.04,-0.4,"[-0.39840000000000003, 5.72]"
5,0.62,0.94,"[1.3244, 0.5036000000000002]"
5,-0.04,-2.93,"[-2.9284000000000003, 24.344899999999996]"
5,-0.06,-0.49,"[-0.4864, 6.2601]"
5,-0.04,-1.02,"[-1.0184, 9.1604]"
5,4.24,1.67,"[19.647600000000004, -4.1311]"
5,0.08,-1.8,"[-1.7936, 14.36]"
5,3.0,1.82,"[10.82, -2.9676]"
5,-0.01,0.02,"[0.0201, 3.9303999999999997]"
5,-0.12,-0.17,"[-0.15560000000000002, 4.8289]"
5,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
5,0.01,0.94,"[0.9400999999999999, 1.1136000000000001]"
5,0.03,-0.64,"[-0.6391, 6.9396]"
5,0.2,-1.02,"[-0.98, 8.9204]"
5,0.18,-1.68,"[-1.6476, 13.362399999999997]"
5,0.02,-3.08,"[-3.0796, 25.7864]"
5,-0.05,-0.84,"[-0.8375, 8.1156]"
5,2.23,2.14,"[7.1129, -2.2104]"
5,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
5,0.26,-2.76,"[-2.6923999999999997, 22.397599999999997]"
5,4.22,1.98,"[19.7884, -4.2196]"
5,1.73,1.8,"[4.7929, -1.69]"
5,-0.02,-1.68,"[-1.6796, 13.562399999999997]"
5,-0.02,1.52,"[1.5204, 0.2504]"
5,0.02,-0.73,"[-0.7296, 7.4329]"
5,0.1,-1.24,"[-1.23, 10.397600000000002]"
5,0.21,-0.71,"[-0.6658999999999999, 7.1341]"
5,0.48,1.3,"[1.5304, 0.009999999999999953]"
5,0.51,1.38,"[1.6401, -0.12559999999999988]"
5,0.14,0.04,"[0.0596, 3.7015999999999996]"
5,-0.14,-1.77,"[-1.7504, 14.3529]"
5,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
5,0.2,-0.87,"[-0.83, 8.036900000000001]"
5,0.1,0.88,"[0.89, 1.1544]"
5,1.74,1.87,"[4.897600000000001, -1.7231]"
5,4.22,1.98,"[19.7884, -4.2196]"
5,0.05,0.92,"[0.9225, 1.1164]"
5,0.03,-1.74,"[-1.7391, 13.957600000000003]"
5,-0.05,-1.62,"[-1.6175000000000002, 13.1544]"
5,5.42,2.05,"[31.4264, -5.4174999999999995]"
5,0.07,-0.59,"[-0.5851, 6.638099999999999]"
5,0.22,-0.26,"[-0.2116, 4.887599999999999]"
5,3.65,1.9,"[15.2225, -3.6399999999999997]"
5,4.53,1.88,"[22.4009, -4.5156]"
6,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
6,8.98,2.04,"[82.68040000000002, -8.9784]"
6,8.98,2.04,"[82.68040000000002, -8.9784]"
6,0.26,-5.66,"[-5.5924000000000005, 58.415600000000005]"
6,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
6,7.33,2.08,"[55.8089, -7.3236]"
6,8.57,1.06,"[74.5049, -7.686400000000001]"
6,6.61,1.78,"[45.472100000000005, -6.5616]"
6,0.03,-4.68,"[-4.6791, 44.5924]"
6,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
6,0.46,-8.2,"[-7.9883999999999995, 103.58]"
6,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
6,4.98,1.68,"[26.480400000000003, -4.8776]"
6,5.81,2.04,"[35.796099999999996, -5.8084]"
6,0.31,-4.17,"[-4.0739, 37.7589]"
6,5.38,1.97,"[30.914399999999997, -5.3791]"
6,5.42,2.05,"[31.4264, -5.4174999999999995]"
6,0.18,-3.54,"[-3.5076, 30.5116]"
6,2.92,1.8,"[10.3264, -2.88]"
6,3.08,1.83,"[11.3164, -3.0511]"
6,2.33,1.84,"[7.2689, -2.3044000000000002]"
6,3.5,1.94,"[14.19, -3.4964]"
6,0.16,-3.92,"[-3.8944, 34.8864]"
6,0.24,-3.29,"[-3.2324, 27.744100000000003]"
6,0.03,-4.47,"[-4.4691, 41.83089999999999]"
6,0.02,-2.65,"[-2.6496, 21.602500000000003]"
6,-0.03,-1.94,"[-1.9391, 15.5536]"
6,-0.04,0.5,"[0.5016, 2.29]"
6,0.06,-3.72,"[-3.7164, 32.65840000000001]"
6,4.31,1.83,"[20.406099999999995, -4.2810999999999995]"
6,0.03,-4.47,"[-4.4691, 41.83089999999999]"
6,4.72,1.68,"[23.958399999999997, -4.6175999999999995]"
6,0.01,-2.22,"[-2.2199, 17.798400000000004]"
6,3.87,1.8,"[16.7769, -3.83]"
6,4.48,2.12,"[22.190400000000004, -4.4656]"
6,1.08,1.8,"[2.9664, -1.04]"
6,0.15,-3.8,"[-3.7775, 33.49]"
6,2.04,1.82,"[5.9816, -2.0076]"
6,0.63,1.86,"[2.2569, -0.6104]"
6,4.53,1.88,"[22.4009, -4.5156]"
6,1.42,1.74,"[3.7564, -1.3523999999999998]"
6,0.14,0.04,"[0.0596, 3.7015999999999996]"
6,0.06,-2.93,"[-2.9264, 24.244899999999998]"
6,0.07,-1.46,"[-1.4551, 11.9016]"
6,0.16,-2.75,"[-2.7244, 22.4025]"
6,0.1,-1.24,"[-1.23, 10.397600000000002]"
6,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
6,-0.04,-1.02,"[-1.0184, 9.1604]"
6,-0.06,-1.28,"[-1.2764, 10.818400000000002]"
6,3.82,1.98,"[16.5724, -3.8196]"
6,0.04,-0.4,"[-0.39840000000000003, 5.72]"
6,1.74,1.94,"[4.9676, -1.7364]"
6,2.21,1.7,"[6.5841, -2.12]"
6,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
6,0.33,0.73,"[0.8389, 1.2829]"
6,0.62,0.94,"[1.3244, 0.5036000000000002]"
6,-0.04,-2.93,"[-2.9284000000000003, 24.344899999999996]"
6,3.57,1.89,"[14.6349, -3.5578999999999996]"
6,-0.04,-1.55,"[-1.5484, 12.642499999999998]"
6,0.08,-1.8,"[-1.7936, 14.36]"
6,3.0,1.82,"[10.82, -2.9676]"
6,-0.01,0.02,"[0.0201, 3.9303999999999997]"
6,0.2,-1.02,"[-0.98, 8.9204]"
6,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
6,-0.12,-0.17,"[-0.15560000000000002, 4.8289]"
6,3.65,1.9,"[15.2225, -3.6399999999999997]"
6,0.22,-0.26,"[-0.2116, 4.887599999999999]"
6,-0.06,-0.49,"[-0.4864, 6.2601]"
6,0.01,0.94,"[0.9400999999999999, 1.1136000000000001]"
6,0.02,-3.08,"[-3.0796, 25.7864]"
6,-0.05,-0.84,"[-0.8375, 8.1156]"
6,2.23,2.14,"[7.1129, -2.2104]"
6,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
6,0.03,-1.74,"[-1.7391, 13.957600000000003]"
6,4.22,1.98,"[19.7884, -4.2196]"
6,0.07,-0.59,"[-0.5851, 6.638099999999999]"
6,0.02,-0.73,"[-0.7296, 7.4329]"
6,-0.05,-1.62,"[-1.6175000000000002, 13.1544]"
6,1.73,1.8,"[4.7929, -1.69]"
6,-0.02,1.52,"[1.5204, 0.2504]"
6,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
6,-0.02,-1.68,"[-1.6796, 13.562399999999997]"
6,0.21,-0.71,"[-0.6658999999999999, 7.1341]"
6,0.03,-0.64,"[-0.6391, 6.9396]"
6,0.48,1.3,"[1.5304, 0.009999999999999953]"
6,0.18,-1.68,"[-1.6476, 13.362399999999997]"
6,-0.14,-1.77,"[-1.7504, 14.3529]"
6,0.51,1.38,"[1.6401, -0.12559999999999988]"
6,0.2,-0.87,"[-0.83, 8.036900000000001]"
6,0.1,0.88,"[0.89, 1.1544]"
6,1.74,1.87,"[4.897600000000001, -1.7231]"
6,4.22,1.98,"[19.7884, -4.2196]"
6,0.05,0.92,"[0.9225, 1.1164]"
6,0.1,-4.3,"[-4.29, 39.589999999999996]"
6,-0.1,-1.37,"[-1.36, 11.456900000000001]"
6,0.17,-3.14,"[-3.1111, 26.249600000000004]"
6,0.12,-3.67,"[-3.6555999999999997, 32.0289]"
6,4.07,2.01,"[18.5749, -4.0699000000000005]"
6,4.2,1.96,"[19.6, -4.1984]"
6,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
7,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
7,8.98,2.04,"[82.68040000000002, -8.9784]"
7,8.98,2.04,"[82.68040000000002, -8.9784]"
7,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
7,0.26,-5.66,"[-5.5924000000000005, 58.415600000000005]"
7,7.33,2.08,"[55.8089, -7.3236]"
7,6.61,1.78,"[45.472100000000005, -6.5616]"
7,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
7,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
7,0.03,-4.68,"[-4.6791, 44.5924]"
7,0.46,-8.2,"[-7.9883999999999995, 103.58]"
7,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
7,4.98,1.68,"[26.480400000000003, -4.8776]"
7,5.81,2.04,"[35.796099999999996, -5.8084]"
7,5.38,1.97,"[30.914399999999997, -5.3791]"
7,5.42,2.05,"[31.4264, -5.4174999999999995]"
7,4.72,1.68,"[23.958399999999997, -4.6175999999999995]"
7,0.31,-4.17,"[-4.0739, 37.7589]"
7,2.92,1.8,"[10.3264, -2.88]"
7,3.08,1.83,"[11.3164, -3.0511]"
7,0.18,-3.54,"[-3.5076, 30.5116]"
7,0.02,-2.65,"[-2.6496, 21.602500000000003]"
7,2.33,1.84,"[7.2689, -2.3044000000000002]"
7,0.24,-3.29,"[-3.2324, 27.744100000000003]"
7,3.5,1.94,"[14.19, -3.4964]"
7,0.16,-3.92,"[-3.8944, 34.8864]"
7,0.1,-4.3,"[-4.29, 39.589999999999996]"
7,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
7,-0.03,-1.94,"[-1.9391, 15.5536]"
7,4.07,2.01,"[18.5749, -4.0699000000000005]"
7,-0.04,0.5,"[0.5016, 2.29]"
7,4.31,1.83,"[20.406099999999995, -4.2810999999999995]"
7,0.01,-2.22,"[-2.2199, 17.798400000000004]"
7,0.16,-2.75,"[-2.7244, 22.4025]"
7,0.03,-4.47,"[-4.4691, 41.83089999999999]"
7,1.42,1.74,"[3.7564, -1.3523999999999998]"
7,3.87,1.8,"[16.7769, -3.83]"
7,4.48,2.12,"[22.190400000000004, -4.4656]"
7,1.08,1.8,"[2.9664, -1.04]"
7,0.03,-4.47,"[-4.4691, 41.83089999999999]"
7,0.15,-3.8,"[-3.7775, 33.49]"
7,2.04,1.82,"[5.9816, -2.0076]"
7,0.63,1.86,"[2.2569, -0.6104]"
7,0.12,-3.67,"[-3.6555999999999997, 32.0289]"
7,4.53,1.88,"[22.4009, -4.5156]"
7,0.14,0.04,"[0.0596, 3.7015999999999996]"
7,0.06,-2.93,"[-2.9264, 24.244899999999998]"
7,0.17,-3.14,"[-3.1111, 26.249600000000004]"
7,0.1,-1.24,"[-1.23, 10.397600000000002]"
7,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
7,1.73,1.8,"[4.7929, -1.69]"
7,-0.04,-1.02,"[-1.0184, 9.1604]"
7,3.82,1.98,"[16.5724, -3.8196]"
7,0.04,-0.4,"[-0.39840000000000003, 5.72]"
7,4.2,1.96,"[19.6, -4.1984]"
7,1.74,1.94,"[4.9676, -1.7364]"
7,2.21,1.7,"[6.5841, -2.12]"
7,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
7,0.33,0.73,"[0.8389, 1.2829]"
7,0.06,-3.72,"[-3.7164, 32.65840000000001]"
7,0.62,0.94,"[1.3244, 0.5036000000000002]"
7,-0.04,-2.93,"[-2.9284000000000003, 24.344899999999996]"
7,3.57,1.89,"[14.6349, -3.5578999999999996]"
7,0.08,-1.8,"[-1.7936, 14.36]"
7,3.0,1.82,"[10.82, -2.9676]"
7,0.07,-1.46,"[-1.4551, 11.9016]"
7,-0.01,0.02,"[0.0201, 3.9303999999999997]"
7,0.2,-1.02,"[-0.98, 8.9204]"
7,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
7,-0.12,-0.17,"[-0.15560000000000002, 4.8289]"
7,3.65,1.9,"[15.2225, -3.6399999999999997]"
7,-0.06,-1.28,"[-1.2764, 10.818400000000002]"
7,0.22,-0.26,"[-0.2116, 4.887599999999999]"
7,-0.06,-0.49,"[-0.4864, 6.2601]"
7,0.01,0.94,"[0.9400999999999999, 1.1136000000000001]"
7,-0.05,-0.84,"[-0.8375, 8.1156]"
7,2.23,2.14,"[7.1129, -2.2104]"
7,0.03,-1.74,"[-1.7391, 13.957600000000003]"
7,0.07,-0.59,"[-0.5851, 6.638099999999999]"
7,0.02,-0.73,"[-0.7296, 7.4329]"
7,-0.05,-1.62,"[-1.6175000000000002, 13.1544]"
7,4.22,1.98,"[19.7884, -4.2196]"
7,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
7,-0.02,-1.68,"[-1.6796, 13.562399999999997]"
7,0.02,-3.08,"[-3.0796, 25.7864]"
7,0.21,-0.71,"[-0.6658999999999999, 7.1341]"
7,0.03,-0.64,"[-0.6391, 6.9396]"
7,0.48,1.3,"[1.5304, 0.009999999999999953]"
7,0.18,-1.68,"[-1.6476, 13.362399999999997]"
7,-0.14,-1.77,"[-1.7504, 14.3529]"
7,0.51,1.38,"[1.6401, -0.12559999999999988]"
7,0.2,-0.87,"[-0.83, 8.036900000000001]"
7,4.22,1.98,"[19.7884, -4.2196]"
7,0.1,0.88,"[0.89, 1.1544]"
7,1.74,1.87,"[4.897600000000001, -1.7231]"
7,0.05,0.92,"[0.9225, 1.1164]"
7,-0.02,-0.61,"[-0.6096, 6.832099999999999]"
7,3.02,1.85,"[10.9704, -2.9975]"
7,0.0,-2.1,"[-2.1, 16.81]"
7,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
8,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
8,8.98,2.04,"[82.68040000000002, -8.9784]"
8,8.98,2.04,"[82.68040000000002, -8.9784]"
8,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
8,0.26,-5.66,"[-5.5924000000000005, 58.415600000000005]"
8,7.33,2.08,"[55.8089, -7.3236]"
8,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
8,6.61,1.78,"[45.472100000000005, -6.5616]"
8,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
8,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
8,0.03,-4.68,"[-4.6791, 44.5924]"
8,0.46,-8.2,"[-7.9883999999999995, 103.58]"
8,4.98,1.68,"[26.480400000000003, -4.8776]"
8,5.81,2.04,"[35.796099999999996, -5.8084]"
8,5.38,1.97,"[30.914399999999997, -5.3791]"
8,5.42,2.05,"[31.4264, -5.4174999999999995]"
8,4.72,1.68,"[23.958399999999997, -4.6175999999999995]"
8,0.31,-4.17,"[-4.0739, 37.7589]"
8,2.92,1.8,"[10.3264, -2.88]"
8,0.18,-3.54,"[-3.5076, 30.5116]"
8,0.02,-2.65,"[-2.6496, 21.602500000000003]"
8,2.33,1.84,"[7.2689, -2.3044000000000002]"
8,0.24,-3.29,"[-3.2324, 27.744100000000003]"
8,3.5,1.94,"[14.19, -3.4964]"
8,0.16,-3.92,"[-3.8944, 34.8864]"
8,3.08,1.83,"[11.3164, -3.0511]"
8,0.1,-4.3,"[-4.29, 39.589999999999996]"
8,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
8,4.07,2.01,"[18.5749, -4.0699000000000005]"
8,4.31,1.83,"[20.406099999999995, -4.2810999999999995]"
8,0.16,-2.75,"[-2.7244, 22.4025]"
8,0.03,-4.47,"[-4.4691, 41.83089999999999]"
8,1.42,1.74,"[3.7564, -1.3523999999999998]"
8,-0.03,-1.94,"[-1.9391, 15.5536]"
8,3.87,1.8,"[16.7769, -3.83]"
8,4.48,2.12,"[22.190400000000004, -4.4656]"
8,0.07,-1.46,"[-1.4551, 11.9016]"
8,1.08,1.8,"[2.9664, -1.04]"
8,0.0,-2.1,"[-2.1, 16.81]"
8,0.03,-4.47,"[-4.4691, 41.83089999999999]"
8,0.15,-3.8,"[-3.7775, 33.49]"
8,2.04,1.82,"[5.9816, -2.0076]"
8,0.63,1.86,"[2.2569, -0.6104]"
8,0.12,-3.67,"[-3.6555999999999997, 32.0289]"
8,4.53,1.88,"[22.4009, -4.5156]"
8,0.06,-2.93,"[-2.9264, 24.244899999999998]"
8,0.17,-3.14,"[-3.1111, 26.249600000000004]"
8,0.1,-1.24,"[-1.23, 10.397600000000002]"
8,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
8,-0.04,0.5,"[0.5016, 2.29]"
8,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
8,0.62,0.94,"[1.3244, 0.5036000000000002]"
8,1.73,1.8,"[4.7929, -1.69]"
8,-0.04,-1.02,"[-1.0184, 9.1604]"
8,-0.06,-1.28,"[-1.2764, 10.818400000000002]"
8,3.82,1.98,"[16.5724, -3.8196]"
8,0.04,-0.4,"[-0.39840000000000003, 5.72]"
8,0.14,0.04,"[0.0596, 3.7015999999999996]"
8,-0.05,-1.62,"[-1.6175000000000002, 13.1544]"
8,4.2,1.96,"[19.6, -4.1984]"
8,1.74,1.94,"[4.9676, -1.7364]"
8,2.21,1.7,"[6.5841, -2.12]"
8,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
8,0.33,0.73,"[0.8389, 1.2829]"
8,0.06,-3.72,"[-3.7164, 32.65840000000001]"
8,0.01,-2.22,"[-2.2199, 17.798400000000004]"
8,-0.04,-2.93,"[-2.9284000000000003, 24.344899999999996]"
8,3.57,1.89,"[14.6349, -3.5578999999999996]"
8,0.08,-1.8,"[-1.7936, 14.36]"
8,-0.01,0.02,"[0.0201, 3.9303999999999997]"
8,0.2,-1.02,"[-0.98, 8.9204]"
8,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
8,-0.12,-0.17,"[-0.15560000000000002, 4.8289]"
8,3.65,1.9,"[15.2225, -3.6399999999999997]"
8,0.22,-0.26,"[-0.2116, 4.887599999999999]"
8,-0.06,-0.49,"[-0.4864, 6.2601]"
8,0.01,0.94,"[0.9400999999999999, 1.1136000000000001]"
8,-0.05,-0.84,"[-0.8375, 8.1156]"
8,0.48,1.3,"[1.5304, 0.009999999999999953]"
8,3.0,1.82,"[10.82, -2.9676]"
8,0.03,-1.74,"[-1.7391, 13.957600000000003]"
8,0.02,-0.73,"[-0.7296, 7.4329]"
8,4.22,1.98,"[19.7884, -4.2196]"
8,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
8,0.07,-0.59,"[-0.5851, 6.638099999999999]"
8,3.02,1.85,"[10.9704, -2.9975]"
8,-0.02,-1.68,"[-1.6796, 13.562399999999997]"
8,0.02,-3.08,"[-3.0796, 25.7864]"
8,0.21,-0.71,"[-0.6658999999999999, 7.1341]"
8,0.18,-1.68,"[-1.6476, 13.362399999999997]"
8,-0.14,-1.77,"[-1.7504, 14.3529]"
8,0.51,1.38,"[1.6401, -0.12559999999999988]"
8,0.03,-0.64,"[-0.6391, 6.9396]"
8,-0.02,-0.61,"[-0.6096, 6.832099999999999]"
8,0.2,-0.87,"[-0.83, 8.036900000000001]"
8,4.22,1.98,"[19.7884, -4.2196]"
8,0.1,0.88,"[0.89, 1.1544]"
8,1.74,1.87,"[4.897600000000001, -1.7231]"
8,0.05,0.92,"[0.9225, 1.1164]"
8,0.0,-2.38,"[-2.38, 19.1844]"
9,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
9,8.98,2.04,"[82.68040000000002, -8.9784]"
9,8.98,2.04,"[82.68040000000002, -8.9784]"
9,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
9,0.26,-5.66,"[-5.5924000000000005, 58.415600000000005]"
9,7.33,2.08,"[55.8089, -7.3236]"
9,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
9,6.61,1.78,"[45.472100000000005, -6.5616]"
9,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
9,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
9,0.03,-4.68,"[-4.6791, 44.5924]"
9,0.46,-8.2,"[-7.9883999999999995, 103.58]"
9,4.98,1.68,"[26.480400000000003, -4.8776]"
9,5.81,2.04,"[35.796099999999996, -5.8084]"
9,5.38,1.97,"[30.914399999999997, -5.3791]"
9,5.42,2.05,"[31.4264, -5.4174999999999995]"
9,4.72,1.68,"[23.958399999999997, -4.6175999999999995]"
9,2.33,1.84,"[7.2689, -2.3044000000000002]"
9,0.31,-4.17,"[-4.0739, 37.7589]"
9,2.92,1.8,"[10.3264, -2.88]"
9,0.18,-3.54,"[-3.5076, 30.5116]"
9,0.24,-3.29,"[-3.2324, 27.744100000000003]"
9,3.5,1.94,"[14.19, -3.4964]"
9,0.16,-3.92,"[-3.8944, 34.8864]"
9,3.08,1.83,"[11.3164, -3.0511]"
9,0.1,-4.3,"[-4.29, 39.589999999999996]"
9,4.07,2.01,"[18.5749, -4.0699000000000005]"
9,0.0,-2.38,"[-2.38, 19.1844]"
9,0.02,-2.65,"[-2.6496, 21.602500000000003]"
9,4.31,1.83,"[20.406099999999995, -4.2810999999999995]"
9,0.16,-2.75,"[-2.7244, 22.4025]"
9,0.03,-4.47,"[-4.4691, 41.83089999999999]"
9,1.42,1.74,"[3.7564, -1.3523999999999998]"
9,-0.03,-1.94,"[-1.9391, 15.5536]"
9,3.87,1.8,"[16.7769, -3.83]"
9,4.48,2.12,"[22.190400000000004, -4.4656]"
9,0.07,-1.46,"[-1.4551, 11.9016]"
9,1.08,1.8,"[2.9664, -1.04]"
9,0.0,-2.1,"[-2.1, 16.81]"
9,0.03,-4.47,"[-4.4691, 41.83089999999999]"
9,0.15,-3.8,"[-3.7775, 33.49]"
9,2.04,1.82,"[5.9816, -2.0076]"
9,0.63,1.86,"[2.2569, -0.6104]"
9,0.12,-3.67,"[-3.6555999999999997, 32.0289]"
9,4.53,1.88,"[22.4009, -4.5156]"
9,0.06,-2.93,"[-2.9264, 24.244899999999998]"
9,0.17,-3.14,"[-3.1111, 26.249600000000004]"
9,0.1,-1.24,"[-1.23, 10.397600000000002]"
9,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
9,-0.04,0.5,"[0.5016, 2.29]"
9,2.21,1.7,"[6.5841, -2.12]"
9,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
9,0.62,0.94,"[1.3244, 0.5036000000000002]"
9,1.73,1.8,"[4.7929, -1.69]"
9,-0.04,-1.02,"[-1.0184, 9.1604]"
9,-0.06,-1.28,"[-1.2764, 10.818400000000002]"
9,3.82,1.98,"[16.5724, -3.8196]"
9,0.04,-0.4,"[-0.39840000000000003, 5.72]"
9,0.14,0.04,"[0.0596, 3.7015999999999996]"
9,-0.05,-1.62,"[-1.6175000000000002, 13.1544]"
9,4.2,1.96,"[19.6, -4.1984]"
9,1.74,1.94,"[4.9676, -1.7364]"
9,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
9,0.33,0.73,"[0.8389, 1.2829]"
9,0.06,-3.72,"[-3.7164, 32.65840000000001]"
9,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
9,0.01,-2.22,"[-2.2199, 17.798400000000004]"
